image,question,answer
image145,What shows many nodules of variable sizes owing to co-existent macronodular cirrhosis?,rest of the hepatic parenchyma in the upper part of the picture
image146,What is also seen in the photomicrograph?,giant cell with inclusions
image146,What are there have paucity of lymphocytes?,non-caseating epithelioid cell granulomas
image146,What have paucity of lymphocytes?,non-caseating epithelioid cell granulomas
image146,What is a giant cell with inclusions also seen in?,the photomicrograph 
image147,What are needle shaped and negatively birefringent under polarized light?,urate crystals
image148,How does low magnification show marked synovial hypertrophy?,with formation of villi
image148,What shows marked synovial hypertrophy with formation of villi?,low magnification
image149,What does histologic appearance show?,necrotic bone and extensive purulent inflammatory exudate
image149,What shows necrotic bone and extensive purulent inflammatory exudate?,histologic appearance
image150,What are seen as areas of tissue loss and residual gliosis?,old intracortical infarcts
image150,What are old intracortical infarcts seen as?,areas of tissue loss and residual gliosis
image150,When does an area of infarction show the presence of macrophages and surrounding reactive gliosis?,by day 10
image151,What is there of kertinocytes at the junction and mild lymphocytic infiltrate?,oedema and necrosis
image152,What is the epidermis raised as?,while some are yellowish-white lesions above surface
image153,What does cut surface show?,multiple nodules separated from each other by incomplete fibrous septa
image153,What shows multiple nodules separated from each other by incomplete fibrous septa?,cut surface
image153,What are also seen?,areas of haemorrhage and cystic change
image153,What is enlarged and nodular?,thyroid gland
image154,What is seen projecting into lumen while the covering mucosa is ulcerated?,polypoid growth
image154,What is ulcerated?,covering mucosa
image155,What are the lower extremities perfused by?,by way of dilated
image155,"What are perfused predominantly by way of dilated,  tortuous collateral channels?",the lower extremities
image155,What are to the left of the coarctation?,the dilated ascending aorta and major branch vessels
image155,Where are the dilated ascending aorta and major branch vessels in relation to the coarctation?,to the left
image155,What is the coarctation of the aorta?,segmental narrowing
image155,When do such lesions manifest than preductal coarctations?,later in life
image156,What are large and filled with tenacious mucin?,the cysts
image157,What corresponds to wire loops seen by light microscopy?,subendothelial dense deposits
image157,What do subendothelial dense deposits correspond to?,wire loops seen by light microscopy
image158,How is extracapillary proliferation?,not prominent in this case
image159,How is acute endocarditis caused?,by staphylococcus aureus on a congenitally bicuspid aortic valve with extensive cuspal destruction and ring abscess
image159,What is acute endocarditis caused by?,staphylococcus aureus on a congenitally bicuspid aortic valve with extensive cuspal destruction and ring abscess
image159,What is caused by staphylococcus aureus on a congenitally bicuspid aortic valve with extensive cuspal destruction and ring abscess?,acute endocarditis
image160,What is straddled with multiple polyoid structures of varying sizes many of which are pedunculated?,mucosal surface
image160,What is the mucosal surface straddled with?,multiple polyoid structures of varying sizes
image161,What are characteristics of cancer in a gland contrasted with?,the appearance of an acinus
image161,What are contrasted with the appearance of an acinus a?,characteristics of cancer in a gland
image162,When are the majority of tissue macrophages derived from hematopoietic precursors?,during inflammatory reactions
image163,What does microscopy show?,large follicles distended by colloid and lined by flattened follicular epithelium
image164,"What include papillomatosis, hyperkeratosis and acanthosis?",other features
image164,What is in a straight line from the normal uninvolved epidermis?,border of the elevated lesion at the lateral margin
image165,What show neutrophilic microabscess causing dermo-epidermal separation at tips?,tips of dermal papillae
image165,What do the tips of dermal papillae show?,neutrophilic microabscess causing dermo-epidermal separation at tips
image166,What is present in the temporal lobe?,an infarct with punctate hemorrhages
image167,What does amyloid show?,congophilia which depicts apple-green birefringence under polarising microscopy
image167,What does microscopy show?,organoid pattern of oval tumour cells and abundant amyloid stroma
image168,What has scattered oval radiolucent cysts and peripheral osteophyte lipping arrows?,subcondral sclerosis
image168,What does subchondral sclerosis have?,scattered oval radiolucent cysts and peripheral osteophyte lipping
image169,"What is surrounded by reactive fibroblasts,  mononuclear inflammatory cells,  and giant cells?",an aggregate of dissolved urate crystals cells
image169,What is an aggregate of dissolved urate crystals cells surrounded by?,reactive fibroblasts
image170,What shows eccentric aneurysmal bone cyst of tibia?,coronal computed axial tomography scan
image170,What is the soft tissue component delineated by?,a thin rim of reactive subperiosteal bone
image170,What is delineated by a thin rim of reactive subperiosteal bone?,the soft tissue component
image170,What is coronal computed axial tomography scan showing?,eccentric aneurysmal bone cyst of tibia
image171,What stain as globi and cigarettes-in-a-pack appearance inside the foam macrophages?,lepra bacilli in ll seen in fite-faraco 
image172,What are the neoplastic cells vacuolated because of?,the presence of intracytoplasmic lipid
image172,What are vacuolated because of the presence of intracytoplasmic lipid?,the neoplastic cells
image172,What is there in the figure?,mild nuclear pleomorphism
image173,What are electron micrograph of Gaucher cells with?,elongated distended lysosomes
image174,What are not visible in this preparation?,granules containing catecholamine
image174,How are granules containing catecholamine?,not visible in this preparation
