image,question,answer
image2234,What did high-power view of the junction of the fibrous cap and core show?,scattered inflammatory cells
image2234,"What shows scattered inflammatory cells,  calcification arrowheads,  and neovascularization ?",high-power view of the junction of the fibrous cap and core
image2235,What are illustrated?,the cellular alterations in apoptosis are illustrated
image2236,What is the Wilms tumor with tightly packed blue cells consistent with?,the blastemal component and interspersed primitive tubules
image2236,"What is consistented with the blastemal component and interspersed primitive tubules,  representing the epithelial component?",wilms tumor with tightly packed blue cells
image2237,What are the spores present in?,sporangia as well as intermingled in the inflammatory cell infiltrate
image2238,"What shows mesangial cell proliferation,  basement membrane duplication,  leukocyte infiltration,  and accentuation of lobular architecture?",membranoproliferative glomerulonephritis (mpgn)
image2239,What do nonfunctioning adenomas tend to be?,larger at the time of diagnosis than those that secrete hormone
image2239,What tend to be larger at the time of diagnosis than those that secrete a hormone?,nonfunctioning adenomas
image2240,What is the color of the firm areas with base on the pleura?,dark tan
image2240,What shows dark tan firm areas with base on the pleura?,the sectioned surface
image2240,How does the sectioned surface show dark tan firm areas?,with base on the pleura
image2240,What does the sectioned surface show with?,base on the pleura
image2241,What was a gravid uterus removed for?,postpartum bleeding
image2241,What was removed for postpartum bleeding?,a gravid uterus
image2242,"What is characterized by increased numbers of epithelial cells,  as in this example of epithelial hyperplasia?",proliferative breast disease
image2242,What is proliferative breast disease characterized by?,an increased numbers of epithelial cells
image2243,What are the capillary walls diffusely thickened due to?,duplication of the gbm
image2243,What are diffusely thickened due to duplication of the GBM?,capillary walls
image2244,What are associated with specific molecular lesions?,predominance of blastemal morphology and diffuse anaplasia
image2244,"What was present in other areas within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis (center of field)?",focal anaplasia
image2244,"What was present within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis center of field?",focal anaplasia
image2244,What are predominance of blastemal morphology and diffuse anaplasia associated with?,specific molecular lesions
image2245,What do peripheral blood film show?,marked neutrophilic leucocytosis accompanied with late precursors of myeloid series
image2245,What is accompanied with late precursors of myeloid series?,peripheral blood film showing marked neutrophilic leucocytosis
image2245,What is higher as demonstrated by this cytochemical stain?,neutrophil (or leucocyte) alkaline phosphatase (nap or lap) activity
image2246,What are seen?,thick-walled dilated cavities with cartilaginous wall
image2246,What are many thick-walled dilated cavities with?,cartilaginous wall
image2247,What are pale?,the nuclei of affected tubules
image2247,What is compressed?,interstitial vasculature
image2247,What are the tubular epithelial cells distended with?,cytoplasmic vacuoles
image2247,What are distended with cytoplasmic vacuoles while the interstitial vasculature is compressed?,tubular epithelial cells is compressed
image2248,What contain amyloid derived from calcitonin molecules secreted by the neoplastic cells?,medullary carcinoma tumors
image2248,What do these tumors contain?,amyloid derived from calcitonin molecules secreted by the neoplastic cells
image2249,What are the cells still recognisable as?,of transitional origin and show features of anaplasia
image2250,What is composed of fibrous plaques?,aorta with mild atherosclerosis
image2250,What is aorta with mild atherosclerosis composed of?,fibrous plaques
image2251,What shows presence of loculi containing gelatinous mucoid material?,the cyst wall
image2251,What does the cyst wall show?,presence of loculi containing gelatinous mucoid material
image2251,What shows a very large multilocular cyst without papillae?,cut surface
image2251,What does cut surface show without papillae?,a very large multilocular cyst
image2252,What shows a circumferential bright pink area of necrosis with protein deposition and inflammation?,the wall of the artery
image2252,What does the wall of the artery show with protein deposition and inflammation?,a circumferential bright pink area of necrosis
image2252,How does the wall of the artery show a circumferential bright pink area of necrosis?,with protein deposition and inflammation
image2253,What does the smear show?,koilocytes having abundant vacuolated cytoplasm and nuclear enlargement  
image2253,What shows koilocytes having abundant vacuolated cytoplasm and nuclear enlargement ?,the smear
image2254,What is glioblastoma?,a densely cellular tumor with necrosis and pseudo-palisading of tumor cell nuclei along the edge of the necrotic zone
image2255,What show typical coagulative necrosis?,renal tubules and glomeruli
image2255,What do renal tubules and glomeruli show?,typical coagulative necrosis
image2255,Where is acute inflammatory infiltrate at?,the periphery of the infarct
image2255,What is there at the periphery of the infarct?,acute inflammatory
image2256,"What remain within the predominantly metaplastic,  reddish mucosa of the distal esophagus?",a few areas of pale squamous mucosa
image2256,What do only a few areas of pale squamous mucosa remain within?,the predominantly metaplastic
image2257,What do the hyperplastic follicles contain?,abundant pink colloid within their lumina
image2257,What contain abundant pink colloid within their lumina?,the hyperplastic follicles
image2258,What do well-defined nodules compress?,the urethra into a slitlike lumen
image2258,What compress the urethra into a slitlike lumen?,well-defined nodules
image2259,What result in defect in anchoring of lipid bilayer of the membrane to the underlying cytoskeleton?,mutations in membrane proteins-alpha-spectrin
